rank,feature,random_forest_importance,selected,ridge_coefficient,absolute_ridge_coefficient
9447,KANSL2 (54934),1.28989248229195e-05,True,-0.0004928685818599677,0.0004928685818599677
9448,MAK16 (84549),1.2898714549342756e-05,True,0.0012655571306235927,0.0012655571306235927
9449,IRF7 (3665),1.2895402489050944e-05,True,0.0009214940212547576,0.0009214940212547576
9450,PPP2R2C (5522),1.289283005788726e-05,True,0.00041103541107906827,0.00041103541107906827
9451,MYH15 (22989),1.2882500927513418e-05,True,-0.00127311118618859,0.00127311118618859
9452,RPH3A (22895),1.2872578417416274e-05,True,-0.0016962243332429212,0.0016962243332429212
9453,WFDC1 (58189),1.2869914040023601e-05,True,-0.001532242983341906,0.001532242983341906
9454,C10orf53 (282966),1.2855010517232208e-05,True,-0.0008257852428015335,0.0008257852428015335
9455,TMEM41A (90407),1.285416825816853e-05,True,0.00038454740915847593,0.00038454740915847593
9456,FBXO7 (25793),1.283969880390438e-05,True,-0.0033931962016068994,0.0033931962016068994
9457,CA1 (759),1.2835417546641924e-05,True,-0.00046209918441175507,0.00046209918441175507
9458,IL1A (3552),1.2832586842652276e-05,True,-0.0009493838669413625,0.0009493838669413625
9459,LRRC61 (65999),1.2822178457073956e-05,True,0.000984649764599617,0.000984649764599617
9460,SPPL2B (56928),1.2816013449740574e-05,True,0.0004808185984841002,0.0004808185984841002
9461,CZIB (54987),1.2808434531501457e-05,True,-0.0001336706155531846,0.0001336706155531846
9462,PRR19 (284338),1.2803126401341823e-05,True,-0.0014561320891648183,0.0014561320891648183
9463,RASL11A (387496),1.2800208887759318e-05,True,-0.0032650434010646533,0.0032650434010646533
9464,FADD (8772),1.2793438495158787e-05,True,0.0005184560011554541,0.0005184560011554541
9465,PYGL (5836),1.2791137728568972e-05,True,-0.0015443393672169628,0.0015443393672169628
9466,HEPACAM (220296),1.2788619725685281e-05,True,0.0004932610323681099,0.0004932610323681099
9467,DHFR (1719),1.2786481454491649e-05,True,-0.0005218175753480226,0.0005218175753480226
