feature,coefficient,absolute_coefficient
SH3TC1 (54436),-0.0032665501600767383,0.0032665501600767383
MMP3 (4314),0.0032617185500232833,0.0032617185500232833
ENTREP2 (23359),0.003259051721207848,0.003259051721207848
SPIN2B (474343),0.003258655951369095,0.003258655951369095
SERPINA12 (145264),-0.003258157706003406,0.003258157706003406
FBXO6 (26270),0.003257784338580267,0.003257784338580267
PTPRD (5789),0.0032571453973924474,0.0032571453973924474
MYO1G (64005),-0.0032569491973246083,0.0032569491973246083
FOXJ1 (2302),0.0032544784557835063,0.0032544784557835063
C4orf33 (132321),0.0032537239722196486,0.0032537239722196486
STK11 (6794),-0.0032534672228716355,0.0032534672228716355
NRROS (375387),-0.003251848491842959,0.003251848491842959
KIR2DL4 (3805),0.003250286104907323,0.003250286104907323
NEB (4703),0.003249637711992298,0.003249637711992298
IFNL4 (101180976),-0.0032476005497142266,0.0032476005497142266
CYP24A1 (1591),-0.003245821294798759,0.003245821294798759
TPK1 (27010),0.0032444433014907318,0.0032444433014907318
STK32A (202374),-0.003238298681588851,0.003238298681588851
OR4A16 (81327),0.003237040114632376,0.003237040114632376
OXSM (54995),-0.003236699520647298,0.003236699520647298
CHRNA6 (8973),-0.0032351724219743857,0.0032351724219743857
SULF1 (23213),0.0032333118100902154,0.0032333118100902154
BPIFB1 (92747),0.0032314598459308092,0.0032314598459308092
USP17L8 (392188),-0.0032289507790708356,0.0032289507790708356
PYCR1 (5831),0.003228834749678732,0.003228834749678732
AQP7 (364),-0.0032255760723960423,0.0032255760723960423
TEX28 (1527),-0.0032249155961961906,0.0032249155961961906
TCAP (8557),0.0032240908958184947,0.0032240908958184947
PERM1 (84808),0.003222380285023624,0.003222380285023624
BTF3L4 (91408),0.0032218658254851173,0.0032218658254851173
FAM171A1 (221061),0.0032214943178862656,0.0032214943178862656
NKX2-6 (137814),0.0032195021208652847,0.0032195021208652847
GBX1 (2636),-0.003217243627664348,0.003217243627664348
THUMPD2 (80745),-0.0032170896136732453,0.0032170896136732453
MAOA (4128),-0.0032161099380589907,0.0032161099380589907
ZFYVE9 (9372),0.003216098088307617,0.003216098088307617
SLC26A8 (116369),0.0032118023431793917,0.0032118023431793917
CDR2L (30850),0.0032100010741173157,0.0032100010741173157
FAM107B (83641),-0.0032098887001892305,0.0032098887001892305
PRIMA1 (145270),-0.003209583913357566,0.003209583913357566
CFAP52 (146845),0.0032090615298577536,0.0032090615298577536
WFDC2 (10406),-0.0032083271890586693,0.0032083271890586693
CCDC83 (220047),0.003205920368399714,0.003205920368399714
BRSK1 (84446),-0.0032048253775972084,0.0032048253775972084
KCNN4 (3783),-0.0032045311978327728,0.0032045311978327728
TGM4 (7047),0.003202080521848627,0.003202080521848627
MS4A4E (643680),0.0032010473069883066,0.0032010473069883066
C1QTNF9 (338872),-0.003200936255202026,0.003200936255202026
PSTPIP2 (9050),-0.003200047221780366,0.003200047221780366
RGS18 (64407),0.0031996566826454796,0.0031996566826454796
LCE5A (254910),-0.003199451209600008,0.003199451209600008
L3MBTL1 (26013),0.0031981997895776672,0.0031981997895776672
NKAIN4 (128414),-0.0031978638995801803,0.0031978638995801803
KCNA10 (3744),-0.0031953568205948723,0.0031953568205948723
CHRM5 (1133),-0.00319389875902189,0.00319389875902189
TNFAIP8 (25816),-0.0031938600579266303,0.0031938600579266303
TP63 (8626),-0.0031921665028189754,0.0031921665028189754
SH3TC2 (79628),-0.0031910325547981613,0.0031910325547981613
SPRR2F (6705),0.0031903260164285064,0.0031903260164285064
ZNF792 (126375),-0.0031875150638785064,0.0031875150638785064
SNX19 (399979),0.0031872185547894183,0.0031872185547894183
DEF8 (54849),0.003186687263505721,0.003186687263505721
TMEM258 (746),0.003185837676037904,0.003185837676037904
CHRM1 (1128),0.00318447376643069,0.00318447376643069
STAB2 (55576),-0.003183850970415851,0.003183850970415851
